Age,Income,Experience,Score,Purchase
49,101007,20,69,1
41,133197,36,29,0
31,70016,14,72,1
49,43244,22,8,0
63,83027,13,54,1
60,134313,14,7,0
33,143351,9,83,1
21,58985,8,23,0
54,123976,38,32,0
38,21502,4,62,0
31,73836,24,45,0
48,119714,25,68,1
35,23770,7,30,0
24,62865,21,39,0
27,73811,24,5,0
24,24001,11,67,0
50,80848,8,22,0
40,72635,9,28,0
38,40946,9,22,0
36,86134,8,86,1
36,115852,25,98,1
53,111103,34,29,0
46,112044,26,43,0
35,63744,30,42,0
19,137729,18,60,1
18,142848,37,77,1
64,59159,5,71,0
22,115812,14,74,1
37,43671,28,92,0
28,36450,4,68,0
59,34908,13,59,0
19,77275,1,96,1
20,64358,22,86,1
40,69047,18,84,1
29,55518,23,84,0
37,77813,19,6,0
22,116748,26,73,1
54,128220,23,28,0
55,26806,16,77,0
47,124733,24,31,0
26,60891,30,39,0
51,146865,27,50,0
61,103551,27,78,1
52,149335,21,86,1
39,59220,4,37,0
61,37158,7,88,0
41,100992,37,72,1
34,47588,27,15,0
27,82576,11,51,1
47,108027,24,70,1
63,44188,37,23,0
40,112615,14,25,0
49,78830,33,95,1
34,24019,12,46,0
34,32419,7,93,0
31,53697,12,23,0
26,104932,35,10,0
57,139712,5,73,1
19,124568,37,77,1
62,115428,31,32,0
42,27973,20,51,0
56,128001,6,41,0
26,106649,25,65,1
39,142649,14,65,1
60,31136,22,40,0
63,104739,37,18,0
21,82502,14,36,0
43,51285,39,31,0
46,43039,15,54,0
62,86720,31,63,1
51,143168,36,1,0
40,108263,17,52,1
54,79155,19,57,1
28,36911,1,9,0
23,20916,22,86,0
35,79052,29,92,1
38,89110,2,90,1
59,121623,38,74,1
53,37790,0,56,0
58,103161,21,47,0
55,25206,28,3,0
51,141937,13,2,0
34,105053,27,54,1
54,69950,20,37,0
42,136211,31,56,1
55,76361,5,31,0
29,81451,0,97,1
40,57696,20,96,0
59,101641,3,12,0
39,121192,2,58,1
38,88226,29,67,1
44,122395,30,26,0
48,141970,33,78,1
23,144121,18,12,0
44,66728,19,90,1
57,75401,22,16,0
51,86226,39,53,1
29,45103,24,72,0
62,54263,14,49,0
24,146705,37,49,0
27,96621,22,92,1
62,70044,1,7,0
34,77730,14,15,0
43,45825,34,36,0
38,96256,9,72,1
45,124177,13,74,1
63,57271,26,15,0
19,97256,13,62,1
60,66732,34,18,0
18,86433,32,46,0
53,102630,0,61,1
43,121999,33,43,0
46,120990,18,44,0
38,43572,23,99,0
28,58546,3,66,0
57,142456,35,55,1
28,35150,12,86,0
53,74165,31,79,1
56,83690,8,39,0
57,73664,38,5,0
52,102335,15,57,1
51,95199,2,15,0
64,148511,19,91,1
41,56948,9,16,0
39,57030,21,57,0
22,47007,2,82,0
50,120819,10,99,1
53,111207,24,25,0
64,110921,7,22,0
37,96772,8,31,0
36,42024,14,34,0
52,132408,31,87,1
60,59384,2,16,0
34,102912,3,70,1
62,144161,29,59,1
60,122674,12,15,0
51,38157,20,82,0
26,105481,18,13,0
43,122120,38,24,0
19,108553,21,13,0
26,21756,19,65,0
26,120677,36,36,0
57,88112,30,49,0
34,111003,9,82,1
18,122488,17,48,0
42,116741,38,97,1
60,78051,19,43,0
57,120701,17,6,0
59,84595,10,81,1
42,98210,21,68,1
56,63094,17,14,0
52,128850,33,30,0
20,107889,22,84,1
54,115385,0,8,0
61,24535,9,54,0
61,76035,0,66,1
47,142815,37,4,0
55,67367,38,74,1
51,127472,8,84,1
29,37118,30,60,0
36,79812,6,53,1
54,79884,16,99,1
61,86168,34,74,1
34,33280,36,92,0
27,34746,17,15,0
64,122572,32,1,0
29,73251,3,22,0
33,104821,22,91,1
41,103583,10,93,1
36,133625,8,15,0
25,30207,29,74,0
48,91127,7,84,1
38,47757,39,22,0
34,36226,4,50,0
40,115268,11,48,0
54,81407,0,73,1
33,47206,14,51,0
23,40256,24,96,0
25,53822,17,17,0
42,61340,37,83,1
35,131883,25,91,1
42,72234,39,51,1
29,63351,2,37,0
32,126311,21,98,1
43,68671,25,49,0
58,95320,18,59,1
62,122565,38,10,0
43,145627,35,30,0
64,55157,20,85,0
49,39937,25,21,0
27,74290,12,34,0
33,66707,35,73,1
24,31219,23,98,0
34,29399,25,50,0
40,146733,20,76,1
43,118848,17,47,0
38,47657,14,85,0
39,40047,14,84,0
24,120543,5,6,0
31,96095,30,50,0
32,105693,27,63,1
24,120931,7,12,0
26,92154,28,41,0
25,64891,20,31,0
40,26780,16,2,0
46,47050,23,16,0
35,93551,35,1,0
48,88666,30,4,0
47,113619,33,47,0
56,102016,1,65,1
52,133135,2,52,1
35,73010,29,47,0
59,121012,7,99,1
56,58165,6,77,0
34,31528,11,50,0
31,140840,18,45,0
48,69608,25,42,0
41,25914,27,95,0
52,57136,14,84,0
61,31179,13,56,0
62,106008,13,71,1
51,32076,2,57,0
20,143911,28,33,0
54,44783,5,28,0
60,136625,22,44,0
57,66716,27,56,1
43,70298,13,44,0
40,74304,13,84,1
61,99360,19,96,1
56,89835,12,73,1
32,149541,26,34,0
21,132424,34,14,0
46,28118,1,68,0
39,96292,39,29,0
42,143322,23,79,1
30,76911,28,17,0
35,93489,2,83,1
50,123088,3,9,0
33,35185,1,27,0
62,61792,19,49,0
59,100210,14,79,1
61,70613,31,37,0
19,130012,0,28,0
52,53927,37,50,0
59,20386,34,55,0
51,112153,6,4,0
47,92728,12,85,1
30,96281,0,98,1
30,50020,13,19,0
35,62678,28,37,0
49,106695,2,4,0
49,81394,23,37,0
52,88945,0,51,1
56,135377,9,32,0
63,141716,12,45,0
46,76414,35,12,0
46,74816,8,41,0
61,75918,13,56,1
33,111281,35,80,1
61,131484,9,14,0
64,135640,39,54,1
27,82694,22,63,1
47,49455,34,65,0
42,124446,6,58,1
56,58735,34,96,0
37,114702,1,21,0
22,125509,14,4,0
18,113608,8,73,1
47,134310,16,46,0
20,32109,38,86,0
62,65802,17,12,0
31,88020,14,30,0
47,54622,17,94,0
21,129935,23,96,1
35,149368,22,60,1
54,137919,11,71,1
42,22597,22,81,0
18,60597,20,65,1
63,60954,25,14,0
32,89519,7,44,0
26,76115,29,26,0
32,124988,33,91,1
41,63151,1,16,0
21,145515,4,7,0
29,37040,30,32,0
54,64772,32,89,1
54,142431,3,95,1
60,116090,5,16,0
23,83832,22,78,1
56,47916,18,89,0
63,64871,7,62,1
41,141527,38,30,0
28,46372,12,71,0
30,81707,0,12,0
51,59080,5,67,0
42,126242,6,91,1
24,62722,26,46,0
21,140864,14,83,1
25,49048,33,43,0
37,105205,22,55,1
46,29777,23,45,0
62,74711,14,60,1
63,56331,34,71,0
27,145320,3,80,1
60,40968,36,32,0
51,73969,16,8,0
43,123345,30,77,1
58,31292,37,62,0
20,140870,9,75,1
23,60794,26,20,0
22,99459,5,18,0
22,137932,5,6,0
64,70192,14,84,1
40,47703,3,96,0
26,104193,39,29,0
52,89165,6,4,0
37,87650,25,71,1
59,76516,30,43,0
52,119981,1,84,1
35,149858,27,34,0
34,121398,12,71,1
41,111110,17,33,0
20,117885,29,15,0
49,42257,10,96,0
52,120588,12,86,1
55,123356,23,40,0
30,141750,28,93,1
64,103509,4,89,1
42,111273,34,5,0
26,71672,18,78,1
21,83308,12,50,0
31,97583,4,99,1
54,139336,13,66,1
51,42113,37,89,0
28,20694,21,54,0
58,142495,8,80,1
20,35588,39,46,0
45,81756,25,80,1
46,84085,4,11,0
26,131359,28,49,0
20,134384,21,99,1
42,81142,2,23,0
51,84373,27,55,1
29,105603,37,5,0
59,26704,13,64,0
26,60136,13,35,0
32,87507,10,93,1
57,67361,8,69,1
42,78847,37,54,1
22,126359,5,3,0
28,31441,0,6,0
51,117012,24,87,1
41,138906,15,56,1
32,34677,14,2,0
55,47818,33,82,0
25,21868,16,94,0
22,103591,2,38,0
43,143962,2,56,1
35,87264,36,5,0
23,93168,16,46,0
54,32043,37,11,0
30,91939,0,65,1
45,35732,6,10,0
22,75244,25,41,0
30,38526,38,44,0
34,29340,18,90,0
57,124488,29,33,0
62,42394,13,91,0
49,118557,12,56,1
46,24102,19,12,0
20,121846,25,2,0
57,39159,26,1,0
51,142366,24,65,1
57,85092,8,33,0
44,26212,11,86,0
30,117360,9,76,1
62,57405,5,36,0
50,97061,33,21,0
23,114296,18,84,1
41,75186,5,36,0
36,64239,1,26,0
33,130804,14,47,0
57,112993,16,95,1
45,143145,15,1,0
50,133551,27,38,0
58,30532,20,14,0
30,99054,7,90,1
60,92012,9,46,0
62,137836,9,42,0
42,105279,9,7,0
59,86540,8,55,1
53,128590,27,56,1
44,123021,23,76,1
55,23271,18,63,0
24,65482,32,24,0
22,20209,3,83,0
60,110999,2,73,1
62,25539,11,99,0
48,134841,17,4,0
40,39977,22,42,0
59,94142,19,96,1
27,129920,5,70,1
49,148156,33,28,0
60,119588,1,92,1
47,88684,29,40,0
56,119072,8,51,1
48,143862,26,29,0
35,25607,33,42,0
53,105122,39,69,1
19,114786,23,5,0
31,146406,16,41,0
30,71939,28,61,1
46,38594,35,55,0
29,78382,11,28,0
56,27399,30,41,0
19,141026,8,9,0
49,146812,18,29,0
30,45117,16,78,0
63,118662,1,38,0
44,53617,39,62,0
58,27498,4,54,0
34,122826,38,52,1
57,137232,15,34,0
48,149851,16,37,0
51,131077,26,49,0
41,136519,6,42,0
62,70624,7,14,0
52,29628,7,82,0
23,20329,22,33,0
36,58619,31,98,0
47,27032,17,92,0
24,68094,37,87,1
27,58034,11,17,0
58,122658,14,75,1
49,141123,27,32,0
51,142666,37,79,1
45,106158,30,68,1
32,75264,8,39,0
47,114120,7,94,1
54,67850,18,10,0
46,24722,7,87,0
39,37772,33,24,0
21,106105,3,58,1
37,61679,30,69,1
49,88771,37,64,1
53,24576,2,19,0
21,46707,34,8,0
44,119404,18,71,1
34,61632,28,40,0
29,61476,9,13,0
39,137220,11,27,0
34,50285,29,82,0
27,44154,29,88,0
18,40054,17,2,0
39,37165,23,16,0
43,34439,31,14,0
35,138211,8,17,0
31,64518,23,60,1
64,108051,25,70,1
46,46962,2,99,0
29,73934,22,17,0
53,128085,10,45,0
52,57763,9,38,0
29,136189,35,64,1
24,130290,12,6,0
46,84094,28,60,1
28,130814,37,49,0
50,39464,12,21,0
23,62036,25,99,1
64,143980,19,23,0
32,115949,4,76,1
49,53270,19,57,0
28,62299,13,64,1
40,105805,13,29,0
43,51541,7,27,0
51,93545,12,6,0
63,102543,23,21,0
51,111998,14,71,1
46,149188,0,41,0
21,97078,21,80,1
34,102970,33,5,0
52,49765,39,15,0
30,43769,2,21,0
58,108001,25,58,1
56,107404,13,4,0
32,40156,7,69,0
46,105836,15,7,0
46,138706,20,35,0
28,70481,9,36,0
49,33435,24,15,0
19,89650,37,92,1
64,66336,21,2,0
31,56135,3,57,0
37,93631,3,5,0
39,57909,29,71,0
28,89487,1,86,1
44,41468,28,95,0
20,112609,35,32,0
34,67655,20,72,1
61,54341,20,41,0
45,131663,20,42,0
46,84182,3,75,1
38,71786,0,65,1
64,88304,25,40,0
33,123606,1,83,1
54,66514,8,38,0
37,140938,17,42,0
23,53979,10,37,0
36,110887,24,56,1
22,100981,25,71,1
20,75107,35,55,1
18,148842,34,89,1
55,134119,37,54,1
32,21160,2,22,0
51,107897,34,27,0
52,92577,39,47,0
42,104303,21,38,0
41,30846,7,39,0
29,149861,14,15,0
35,124180,6,66,1
32,39924,18,61,0
61,131193,39,60,1
33,33882,16,8,0
44,100274,0,44,0
25,106555,28,43,0
63,21095,12,6,0
42,124205,28,84,1
34,60983,5,27,0
46,131215,4,45,0
25,34123,33,23,0
32,113668,10,81,1
44,86615,8,13,0
63,115193,37,68,1
24,65278,39,84,1
20,117911,8,64,1
46,110290,7,25,0
61,71999,39,86,1
41,51153,2,52,0
20,38344,12,48,0
37,119777,18,61,1
63,57656,33,17,0
32,90515,31,40,0
42,149515,15,75,1
47,21212,35,89,0
31,140385,17,69,1
24,29001,13,85,0
34,98784,29,26,0
61,118723,1,80,1
37,101144,12,56,1
53,56427,26,40,0
26,51368,16,85,0
55,90819,30,96,1
39,81160,14,68,1
19,45854,19,8,0
41,30715,4,73,0
25,101701,6,45,0
28,78784,17,17,0
30,149193,10,41,0
34,119644,31,77,1
25,46797,26,9,0
38,67573,25,70,1
35,96120,36,91,1
47,34780,27,24,0
35,57905,1,73,0
63,41573,19,11,0
64,136049,3,35,0
48,149651,12,29,0
55,53359,23,8,0
49,86062,37,17,0
28,93391,39,71,1
62,63463,28,12,0
42,119596,35,79,1
50,136342,1,93,1
55,115018,17,50,0
58,36571,7,24,0
25,117276,14,37,0
28,148568,16,78,1
39,39142,22,11,0
41,45104,1,99,0
58,28625,5,81,0
34,59199,28,59,0
29,140725,26,55,1
63,35926,36,27,0
49,51218,33,67,0
32,64472,17,60,1
33,111916,9,2,0
39,143182,37,68,1
45,40566,16,18,0
37,76125,12,20,0
50,53205,26,85,0
27,129084,1,63,1
57,49717,33,78,0
49,69984,30,72,1
50,127292,22,2,0
19,45135,6,90,0
50,48164,37,83,0
50,94489,32,42,0
58,58562,11,28,0
30,89110,11,29,0
47,40169,18,69,0
50,79858,8,28,0
30,41604,9,60,0
43,109670,16,90,1
39,134605,39,5,0
56,108738,38,15,0
19,20684,9,73,0
55,148140,11,32,0
56,122537,14,52,1
43,135265,30,90,1
63,131301,14,37,0
32,28007,27,15,0
51,134915,3,41,0
59,120632,35,4,0
61,137419,0,53,1
57,61787,33,84,1
28,69582,16,27,0
20,94791,38,21,0
23,117798,37,60,1
26,103629,32,86,1
23,25782,20,64,0
26,86770,25,71,1
56,77645,35,47,0
48,123509,4,54,1
49,119724,32,31,0
58,51996,0,17,0
29,49204,5,50,0
25,37152,36,7,0
25,75186,1,83,1
45,127900,4,28,0
37,110555,25,10,0
64,105024,12,27,0
24,122659,11,13,0
28,39689,4,66,0
37,70690,1,86,1
33,114042,3,84,1
21,103251,26,60,1
23,77320,9,43,0
39,84226,12,69,1
43,76091,1,63,1
20,126565,25,70,1
58,99301,14,99,1
59,41942,9,65,0
31,58712,21,99,0
28,146315,39,67,1
35,125430,24,54,1
29,85277,14,36,0
40,69632,12,71,1
29,58031,7,93,0
30,40478,20,15,0
42,42551,20,75,0
62,68068,21,18,0
36,113608,32,4,0
63,55561,26,88,0
53,22892,39,11,0
62,119502,21,6,0
25,44395,29,51,0
46,38756,8,58,0
49,136580,34,60,1
61,107710,17,18,0
35,54651,4,79,0
23,140155,26,67,1
35,86333,5,17,0
36,93745,31,97,1
39,126539,7,34,0
54,69306,38,30,0
49,41346,20,19,0
58,133561,17,9,0
20,48024,13,40,0
45,114950,14,44,0
27,138768,25,95,1
52,60818,31,59,1
46,25947,38,91,0
32,95153,27,25,0
50,106240,38,71,1
24,147192,31,53,1
29,146519,12,48,0
47,114238,14,71,1
38,87428,17,84,1
48,49754,38,53,0
41,83355,5,49,0
37,78241,10,43,0
54,88960,31,19,0
21,149958,39,66,1
45,147420,19,34,0
61,127754,32,81,1
37,33418,39,88,0
41,115422,7,73,1
49,120319,34,54,1
58,108593,4,1,0
53,75184,34,92,1
51,24833,13,55,0
53,95430,20,15,0
19,134246,23,85,1
32,61833,16,15,0
51,20565,17,23,0
53,60180,33,66,1
23,38402,11,46,0
56,62845,15,9,0
59,95851,3,66,1
29,32834,24,66,0
20,87850,33,18,0
62,57180,27,17,0
35,23883,10,72,0
57,129688,12,98,1
38,95587,30,34,0
32,126520,24,69,1
50,31695,38,64,0
52,147135,9,44,0
43,43123,23,29,0
25,78481,0,62,1
53,93438,24,92,1
47,131491,27,16,0
40,149525,35,78,1
59,37573,17,52,0
61,141844,5,2,0
31,114910,1,61,1
31,76494,2,4,0
19,32288,7,52,0
54,66978,30,41,0
22,92420,18,52,1
55,137845,5,31,0
62,96095,13,26,0
58,74672,2,27,0
64,81821,0,51,1
31,103661,29,98,1
56,89224,18,95,1
42,109405,18,48,0
37,132418,8,11,0
19,123673,6,8,0
56,74796,36,12,0
23,64706,6,99,1
34,148554,8,45,0
42,143777,3,34,0
45,24023,24,77,0
19,134286,11,91,1
52,102636,5,72,1
54,56735,17,47,0
22,92959,39,21,0
18,59218,20,41,0
57,32213,14,75,0
29,121519,2,22,0
53,142513,1,21,0
62,118694,39,28,0
40,48460,3,67,0
64,144579,31,71,1
48,84680,1,14,0
28,137725,28,79,1
27,51017,1,73,0
20,118536,33,52,1
31,112038,26,43,0
33,50990,38,71,0
27,39515,37,76,0
46,49991,17,19,0
27,27634,35,27,0
29,97034,18,18,0
47,96452,26,13,0
58,49377,19,1,0
18,53001,20,85,0
22,21391,22,34,0
37,85206,29,13,0
25,129388,24,51,1
60,62215,30,87,1
29,99720,26,1,0
18,47114,33,87,0
37,31882,7,28,0
45,133142,18,32,0
60,37273,25,72,0
54,126206,27,55,1
64,65647,3,26,0
54,102665,30,14,0
29,84892,15,88,1
54,62679,9,93,1
61,20427,37,68,0
45,116952,9,63,1
64,149669,8,82,1
32,86267,38,14,0
23,20799,35,27,0
61,75659,35,41,0
37,114409,18,3,0
31,27025,18,94,0
19,34481,11,59,0
26,45411,12,23,0
54,116894,24,18,0
37,125928,35,74,1
43,143014,24,76,1
46,34961,27,41,0
18,41767,38,8,0
52,140895,29,32,0
23,71690,4,81,1
54,72870,16,41,0
22,126536,17,45,0
50,56135,20,78,0
31,84514,21,9,0
29,106928,38,90,1
59,148705,5,48,0
37,98798,15,24,0
41,90765,1,87,1
60,43772,0,95,0
51,38799,29,44,0
42,132051,36,58,1
46,149941,22,66,1
56,43555,0,18,0
48,112152,18,80,1
64,147219,2,29,0
60,39333,1,75,0
40,24261,36,2,0
61,139833,16,78,1
55,89002,27,68,1
37,66553,17,98,1
40,23088,32,39,0
62,65783,14,73,1
33,21115,21,41,0
59,90114,26,71,1
25,88126,36,81,1
38,92908,31,87,1
18,89109,18,75,1
25,22978,27,22,0
46,128943,27,82,1
49,29422,9,49,0
55,63626,19,28,0
22,109233,24,16,0
64,76174,20,68,1
39,116356,13,62,1
64,57743,21,36,0
51,90461,25,22,0
18,77199,10,11,0
43,149000,6,85,1
60,142778,16,80,1
27,49430,17,42,0
47,48834,6,55,0
35,44435,19,73,0
34,107212,37,35,0
43,75797,10,57,1
25,63554,15,34,0
64,74555,26,73,1
57,105350,10,77,1
29,34716,15,70,0
44,80261,22,4,0
25,47528,11,46,0
42,21995,39,92,0
63,42414,2,11,0
21,33844,1,98,0
50,56659,37,61,0
18,35522,23,35,0
36,125449,28,69,1
48,149632,33,57,1
33,94034,19,11,0
31,62322,17,12,0
22,87638,13,43,0
58,121334,17,19,0
43,28524,1,77,0
45,50846,0,68,0
19,93643,19,78,1
23,80096,33,59,1
26,134930,10,2,0
50,103804,26,8,0
58,67703,22,22,0
42,44399,37,77,0
30,95160,2,21,0
26,112662,11,85,1
30,108667,29,92,1
48,143182,30,97,1
58,68591,22,29,0
28,40714,0,86,0
21,126167,19,90,1
51,55877,5,75,0
55,104106,10,75,1
63,98018,34,98,1
21,119854,3,83,1
55,79136,28,37,0
36,53414,9,78,0
23,140832,28,29,0
51,106576,37,83,1
35,98943,0,37,0
30,143592,39,21,0
58,65468,7,88,1
40,118841,37,90,1
36,99702,16,12,0
62,92108,18,48,0
28,118538,32,83,1
18,112508,14,47,0
41,66835,30,94,1
24,83333,20,15,0
42,62464,2,67,1
38,132454,1,13,0
32,42923,34,59,0
18,136062,15,73,1
29,81855,20,13,0
24,87445,11,80,1
32,143795,27,78,1
38,130454,11,72,1
36,141906,32,19,0
46,118384,19,57,1
42,87619,39,32,0
50,66146,20,99,1
49,80032,38,87,1
52,133521,35,21,0
61,136378,21,82,1
55,37140,25,14,0
43,22670,6,80,0
28,56519,6,24,0
52,64512,7,49,0
25,77811,25,32,0
63,123565,23,75,1
31,34691,23,11,0
27,125156,39,60,1
19,54262,11,68,0
63,74892,7,61,1
26,45595,8,90,0
20,77207,2,5,0
38,148590,20,36,0
43,135589,30,97,1
25,53440,23,64,0
19,28630,3,78,0
23,51250,19,32,0
45,114334,15,71,1
46,149228,9,74,1
43,128572,25,66,1
42,118748,28,10,0
29,127461,4,99,1
22,97518,10,21,0
51,94191,28,40,0
54,84791,14,42,0
32,104118,5,72,1
61,120591,14,46,0
53,83753,19,82,1
32,130261,33,73,1
60,80520,1,41,0
40,24008,15,94,0
23,64464,18,4,0
63,127408,33,99,1
61,20496,13,14,0
60,119767,23,14,0
62,148747,27,53,1
38,43212,31,84,0
40,40637,36,29,0
60,65227,9,23,0
33,102413,8,85,1
64,139753,23,31,0
32,140118,35,96,1
42,103346,28,71,1
53,29884,28,77,0
28,136481,22,61,1
32,88259,26,23,0
21,69810,30,8,0
38,149926,6,76,1
30,24761,3,16,0
39,93166,13,26,0
36,147342,9,29,0
51,36375,33,93,0
31,127045,25,6,0
21,45218,22,37,0
63,50565,8,33,0
44,122654,36,95,1
46,52975,7,46,0
64,47073,13,61,0
45,89726,6,41,0
52,21883,6,18,0
25,88422,8,95,1
33,69629,2,16,0
59,84170,13,51,1
53,94489,16,37,0
47,28381,21,14,0
35,43238,25,68,0
19,33795,27,30,0
30,115964,13,60,1
21,82999,8,53,1
43,69907,25,97,1
42,29638,1,36,0
47,90467,10,30,0
28,62623,16,64,1
24,58492,33,14,0
48,46411,18,23,0
61,130724,38,48,0
27,40534,17,28,0
56,122364,12,7,0
30,49181,4,42,0
48,123069,22,10,0
24,39996,23,68,0
59,92089,28,44,0
59,125682,7,13,0
53,103609,25,85,1
37,136004,14,33,0
21,92666,0,92,1
24,49405,27,87,0
18,121490,13,32,0
61,146900,33,48,0
62,91325,30,5,0
59,48930,5,61,0
64,134426,4,90,1
30,37529,30,90,0
39,73546,36,3,0
38,27942,14,24,0
39,27548,14,98,0
45,135248,4,34,0
26,38296,27,84,0
43,71016,32,94,1
26,117780,10,42,0
32,20296,5,20,0
27,87945,22,41,0
41,79980,39,82,1
59,76782,1,20,0
25,54229,14,6,0
41,116382,22,57,1
33,73444,21,42,0
43,55036,8,25,0
44,135682,39,41,0
54,149114,29,41,0
21,59322,15,3,0
41,134695,29,43,0
36,47167,8,46,0
53,71667,0,57,1
56,114527,37,83,1
27,103337,7,74,1
42,71468,17,51,1
35,92894,26,5,0
36,73084,17,86,1
53,83138,31,73,1
27,42588,31,97,0
50,82901,35,15,0
22,37671,35,88,0
64,145724,20,94,1
52,103038,31,39,0
61,110664,30,70,1
51,51645,36,79,0
50,27637,15,38,0
38,20660,13,39,0
34,127211,23,52,1
39,26922,24,86,0
54,113697,34,3,0
32,64721,16,29,0
52,77256,3,93,1
45,141025,10,31,0
24,137217,14,66,1
49,89506,29,99,1
28,88943,23,45,0
27,144338,1,73,1
26,47843,33,22,0
31,29046,22,83,0
30,109336,30,10,0
42,83985,36,21,0
19,100083,12,17,0
52,123064,32,67,1
24,116925,6,7,0
38,146417,31,36,0
35,136585,6,67,1
20,50346,37,77,0
59,108284,12,30,0
56,143152,23,87,1
58,131769,27,71,1
28,122391,31,94,1
56,111384,17,29,0
41,73526,33,72,1
63,93143,33,74,1
36,56787,37,33,0
21,53583,0,59,0
43,32563,30,20,0
55,66060,0,93,1
59,149537,15,29,0
49,141943,38,53,1
56,134462,14,85,1
62,53690,32,1,0
63,131233,22,34,0
53,114712,33,44,0
57,34925,16,96,0
54,106787,24,14,0
50,103184,5,37,0
53,40108,30,35,0
20,96515,4,59,1
26,88258,39,24,0
25,25355,39,65,0
50,66069,29,6,0
23,114335,4,68,1
58,120854,11,38,0
56,74471,6,1,0
21,52705,12,41,0
30,63909,3,31,0
19,108606,2,36,0
22,148501,11,73,1
61,136361,0,54,1
44,73739,26,87,1
49,96820,12,31,0
38,107273,16,29,0
25,43241,7,85,0
55,47414,31,3,0
25,70818,19,58,1
20,40895,16,90,0
61,112307,33,61,1
20,82409,34,6,0
39,75324,34,20,0
23,86920,37,61,1
19,73555,23,46,0
40,138642,17,13,0
61,85453,38,23,0
19,42689,32,79,0
55,84356,22,31,0
34,113011,24,4,0
52,28252,36,75,0
51,50844,26,66,0
40,115687,0,16,0
47,125542,20,31,0
25,43365,9,48,0
39,26026,30,43,0
61,118303,24,4,0
53,48523,19,62,0
22,141297,1,48,0
30,30482,14,28,0
46,132105,27,16,0
48,68888,12,89,1
64,133884,13,77,1
33,126968,1,69,1
59,70110,33,30,0
47,110644,34,65,1
33,20493,36,69,0
29,76194,24,14,0
34,102001,14,75,1
33,59767,11,34,0
29,49550,8,56,0
25,33833,30,29,0
37,22970,13,82,0
20,118315,28,79,1
33,115494,37,25,0
47,142512,7,94,1
62,147424,2,66,1
40,133855,1,40,0
45,102681,15,91,1
57,121489,18,15,0
22,69177,29,32,0
37,87342,15,20,0
57,141339,30,53,1
61,91200,27,78,1
18,81501,3,91,1
47,48900,9,67,0
38,34126,17,49,0
37,131198,31,67,1
23,90690,29,77,1
39,107744,35,89,1
35,99303,8,82,1
25,105579,35,1,0
56,67994,28,39,0
49,87061,15,61,1
50,119064,27,55,1
33,36978,20,69,0
29,76344,1,2,0
55,66648,34,94,1
51,21055,27,17,0
31,95582,35,29,0
53,121387,30,4,0
50,101214,32,73,1
40,64876,22,64,1
62,138363,16,85,1
19,112160,0,43,0
58,127954,22,76,1
38,58725,26,12,0
19,25255,24,50,0
44,94947,31,68,1
26,73380,18,61,1
18,134648,23,92,1
28,73333,2,73,1
20,62459,11,51,1
40,136518,34,96,1
43,56163,14,77,0
21,53971,16,98,0
35,116771,31,83,1
23,85149,6,78,1
52,147150,18,5,0
39,104730,6,91,1
60,39476,4,28,0
32,88580,39,90,1
39,140759,20,10,0
54,125576,6,88,1
59,106593,36,81,1
29,89050,22,52,1
64,95526,10,80,1
59,124496,9,17,0
55,129071,20,65,1
35,134832,32,21,0
62,27507,19,54,0
52,90393,32,49,0
47,32118,39,22,0
41,70529,34,69,1
59,88682,33,64,1
47,111937,35,36,0
31,74176,26,21,0
23,135481,18,56,1
20,111713,4,73,1
33,124060,28,91,1
24,24414,9,48,0
31,103030,39,76,1
26,140360,12,18,0
32,105973,28,99,1
38,82137,4,15,0
52,23937,11,44,0
19,56731,12,94,0
44,106862,21,45,0
19,58665,39,97,0
52,94510,14,36,0
35,132681,12,40,0
31,37500,0,51,0
37,134360,37,30,0
35,21750,0,26,0
27,85018,10,85,1
42,145456,39,31,0
19,24027,21,56,0
42,129832,34,61,1
50,25745,5,17,0
53,81731,27,81,1
48,106984,30,98,1
31,127983,7,24,0
18,48451,4,97,0
63,113743,16,4,0
33,91474,37,9,0
63,81536,8,2,0
20,32150,9,35,0
52,33406,19,38,0
58,39781,13,45,0
23,77417,13,15,0
42,136047,25,42,0
30,143971,28,3,0
51,123157,26,31,0
25,38325,24,52,0
38,88684,15,41,0
51,114415,35,57,1
21,134547,33,42,0
42,93469,15,53,1
32,29436,32,56,0
21,37669,2,87,0
62,147385,22,76,1
29,92010,10,72,1
49,132983,17,53,1
49,96764,28,85,1
45,119074,4,85,1
30,21843,23,32,0
48,85609,28,81,1
31,70812,28,54,1
37,36059,25,37,0
35,106269,39,88,1
46,141790,2,8,0
23,60768,1,82,1
49,45395,24,11,0
46,40202,18,54,0
60,33273,39,60,0
19,68889,1,10,0
40,118635,18,90,1
36,136109,0,70,1
48,93048,26,81,1
22,113767,34,87,1
36,108810,4,42,0
51,123235,37,37,0
27,144571,3,92,1
42,65510,16,80,1
19,107945,20,76,1
28,131730,30,58,1
48,139096,21,85,1
32,90649,10,59,1
26,126723,33,24,0
40,22881,14,28,0
36,65913,9,37,0
26,131860,37,21,0
52,104785,31,33,0
38,85037,30,2,0
26,82457,36,83,1
45,55343,27,28,0
63,82389,30,15,0
24,98250,5,1,0
33,124489,13,28,0
33,28656,22,50,0
50,25741,15,35,0
21,36661,24,96,0
21,117091,38,28,0
56,48690,1,9,0
